Load,Temp (C),DSin,DCos,YSin,YCos
1321,14.1,0.866025403786015,-0.49999999999726963,0.47137164835590534,-0.8819346739562045
1323,16.0,0.7071067811925089,-0.7071067811805862,0.47073937208700833,-0.8822723182595774
1367,16.0,0.4999999999992696,-0.8660254037848604,0.4701068539630697,-0.8826095092717645
1364,16.3,0.2588190451068041,-0.9659258262879206,0.4694740943090628,-0.8829462468195248
1389,16.7,9.712290814776555e-12,-1.0,0.46884109345008484,-0.8832825307298502
1353,16.2,-0.25881904510209747,-0.9659258262891817,0.4682078517113572,-0.8836183608299659
1347,17.4,-0.49999999999504974,-0.8660254037872966,0.4675743694182248,-0.88395373694733
1345,17.0,-0.7071067811787737,-0.7071067811943215,0.4669406468961311,-0.8842886589096474
1371,16.6,-0.8660254037835787,-0.5000000000014895,0.4663066844707184,-0.8846231265448162
1389,15.8,-0.9659258262872571,-0.2588190451092801,0.4656724824676769,-0.884957139681008
1363,14.8,-1.0,2.2762802619957783e-12,0.465038041212845,-0.8852906981466147
1341,13.5,-0.9659258262898451,0.25881904509962145,0.4644033610321839,-0.8856238017702613
1349,12.1,-0.8660254037885784,0.4999999999928298,0.46376844225177766,-0.8859564503808072
1395,10.8,-0.7071067811858442,0.7071067811872508,0.46313328519783303,-0.8862886438073448
1259,10.1,-0.5000000000037094,0.866025403782297,0.46249789019665377,-0.8866203818792144
1098,9.8,-0.2588190451117561,0.9659258262865937,0.4618622575747416,-0.88695166442595
1007,8.8,-2.8706388959874055e-13,1.0,0.46122638765864477,-0.8872824912773595
936,8.6,0.25881904509714543,0.9659258262905086,0.4605902807750585,-0.8876128622634717
917,7.9,0.49999999999060984,0.86602540378986,0.4599539372507999,-0.8879427772145496
910,7.2,0.7071067811854382,0.7071067811876568,0.4593173574128076,-0.8882722359610904
915,6.8,0.8660254037810153,0.5000000000059294,0.4586805415881417,-0.888601238333826
987,7.3,0.9659258262896966,0.258819045100176,0.4580434901039582,-0.8889297841637354
1098,9.0,1.0,2.8504080411932595e-12,0.45740620328760995,-0.8892578732819933
1273,10.9,0.9659258262911721,-0.25881904509466946,0.45676868146649496,-0.8895855055200481
1337,13.2,0.8660254037838657,-0.5000000000009923,0.4561309249681574,-0.8899126807095701
1358,14.9,0.7071067811894693,-0.7071067811836257,0.45549293412026165,-0.8902393986824639
1362,16.0,0.5000000000081493,-0.8660254037797337,0.45485470925059285,-0.8905656592708696
1350,16.8,0.258819045102652,-0.9659258262890331,0.45421625068705623,-0.8908914623071619
1367,18.0,5.413752192787778e-12,-1.0,0.4535775587576517,-0.8912168076239636
1376,19.0,-0.25881904509219344,-0.9659258262918354,0.45293863379057514,-0.8915416950540941
1341,19.4,-0.49999999999877237,-0.8660254037851475,0.4522994761140661,-0.8918661244306464
1326,20.3,-0.7071067811818131,-0.7071067811912819,0.45166008605650915,-0.8921900955869364
1331,20.2,-0.8660254037857279,-0.49999999999776684,0.45102046394640816,-0.892513608356515
1351,20.4,-0.9659258262883696,-0.25881904510512804,0.4503806101123861,-0.892836662573169
1335,20.2,-1.0,-7.977096344382297e-12,0.4497405248831853,-0.8931592580709204
1301,19.7,-0.9659258262887326,0.2588190451037735,0.44910020858764127,-0.8934813946840399
1297,17.5,-0.8660254037864291,0.4999999999965524,0.44845966155478467,-0.8938030722469956
1332,14.0,-0.7071067811930944,0.7071067811800006,0.4478188841136883,-0.8941242905945297
1218,12.5,-0.49999999999998673,0.8660254037844463,0.4471778765935689,-0.8944450495616078
1072,11.1,-0.258819045107604,0.9659258262877062,0.44653663932376136,-0.894765348983431
963,10.3,-1.0540440495976815e-11,1.0,0.44589517263371864,-0.8950851886954371
917,9.3,0.25881904510129755,0.965925826289396,0.4452534768530115,-0.8954045685332997
898,8.5,0.49999999999433253,0.8660254037877108,0.44461155231130295,-0.8957234883329417
891,8.0,0.7071067811884778,0.7071067811846172,0.44396939933845003,-0.8960419479304839
890,7.6,0.8660254037831646,0.5000000000022067,0.44332701826435067,-0.8963599471623217
891,8.5,0.9659258262870428,0.25881904511008,0.44268440941904535,-0.8966774858650746
930,10.9,1.0,-1.4481305807955173e-12,0.4420415731326919,-0.8969945638755984
1025,13.3,0.9659258262900595,-0.25881904509882153,0.44139850973556455,-0.8973111810309858
1171,15.9,0.8660254037889925,-0.4999999999921126,0.44075521955805463,-0.8976273371685664
1243,18.1,0.7071067811864298,-0.7071067811866653,0.4401117029306442,-0.8979430321259185
1262,20.1,0.5000000000044266,-0.866025403781883,0.43946796018400835,-0.8982582657408207
1260,20.9,0.25881904511255605,-0.9659258262863794,0.4388239916488617,-0.8985730378513256
1250,21.8,1.1152135707990014e-12,-1.0,0.4381797976560605,-0.8988873482957104
1231,22.5,-0.2588190450963455,-0.965925826290723,0.4375353785365768,-0.8992011969124899
1173,23.7,-0.500000000002495,-0.8660254037829982,0.43689073462149824,-0.8995145835404157
1172,23.4,-0.7071067811848527,-0.7071067811882424,0.43624586624202805,-0.8998275080184771
1158,24.0,-0.8660254037806013,-0.5000000000066466,0.4356007737294847,-0.9001399701859008
1206,23.7,-0.9659258262894822,-0.258819045100976,0.43495545741527625,-0.900451969882163
1206,23.4,-1.0,-3.67855772239352e-12,0.4343099176310026,-0.900763506946941
1210,22.4,-0.9659258262913863,0.25881904509386955,0.43366415470830155,-0.9010745812201864
1206,20.2,-0.8660254037842798,0.5000000000002751,0.4330181689789513,-0.9013851925420765
1224,17.5,-0.7071067811900549,0.7071067811830402,0.43237196077484435,-0.9016953407530265
1144,17.5,-0.5000000000088665,0.8660254037793196,0.4317255304279876,-0.9020050256936891
1037,17.0,-0.25881904510345194,0.9659258262888187,0.4310788782705021,-0.9023142472049556
966,16.2,-6.241901873988039e-12,1.0,0.43043200463459713,-0.9026230051279671
913,14.8,0.25881904509139353,0.9659258262920498,0.4297849098526728,-0.9029312993040666
891,12.8,0.49999999999805517,0.8660254037855615,0.42913759425716586,-0.9032391295748718
871,11.4,0.7071067811812276,0.7071067811918675,0.4284900581806521,-0.9035464957822267
871,11.3,0.8660254037853139,0.49999999999848405,0.4278423019558206,-0.9038533977682135
869,12.4,0.9659258262881554,0.25881904510592796,0.42719432591547374,-0.9041598353751531
868,13.9,1.0,8.805246025582558e-12,0.4265461303925265,-0.904465808445605
961,14.2,0.965925826288947,-0.2588190451029736,0.4258977157199812,-0.9047713168223792
1085,15.5,0.8660254037868432,-0.4999999999958352,0.4252490822310297,-0.9050763603484885
1210,17.2,0.7071067811936801,-0.707106781179415,0.42460023025889926,-0.9053809388672205
1240,17.9,0.500000000000704,-0.8660254037840323,0.4239511601369551,-0.90568505222209
1251,18.8,0.258819045108404,-0.9659258262874919,0.4233018721986745,-0.9059887002568504
1248,19.6,1.1368590177177076e-11,-1.0,0.42265236677764656,-0.9062918828154943
1232,20.4,-0.2588190451004976,-0.9659258262896104,0.4220026442075723,-0.9065945997422536
1181,21.0,-0.49999999999361533,-0.8660254037881249,0.42135270482223836,-0.9068968508816114
1143,21.3,-0.7071067811878922,-0.7071067811852029,0.42070254895562015,-0.9071986360782538
1201,20.5,-0.8660254037827505,-0.5000000000029239,0.4200521769417271,-0.9074999551771427
1229,20.2,-0.9659258262868284,-0.25881904511087994,0.41940158911470526,-0.9078008080234672
1220,20.5,-1.0,6.199808995952564e-13,0.4187507858088117,-0.9081011944626561
1239,19.3,-0.9659258262902738,0.2588190450980216,0.41809976735841414,-0.9084011143403777
1258,17.4,-0.8660254037894065,0.4999999999913954,0.41744853409799093,-0.9087005675025401
1275,16.5,-0.7071067811870154,0.7071067811860796,0.4167970863621048,-0.9089995537953031
1194,17.0,-0.5000000000051438,0.8660254037814689,0.4161454244855063,-0.9092980730650306
1047,15.5,-0.25881904511335596,0.965925826286165,0.4154935488029784,-0.9095961251583623
969,15.6,-1.9433632519992626e-12,1.0,0.41484145964943986,-0.9098937099221657
928,15.3,0.2588190450955456,0.9659258262909373,0.414189157359919,-0.9101908272035487
911,15.1,0.5000000000017778,0.8660254037834122,0.4135366422695538,-0.9104874768498593
903,14.9,0.7071067811842671,0.707106781188828,0.41288391471359137,-0.9107836587086857
915,13.8,0.8660254037801872,0.5000000000073637,0.4122309750273623,-0.9110793726278684
953,13.7,0.9659258262892678,0.2588190451017759,0.4115778235463836,-0.9113746184554526
1126,15.6,1.0,4.5067074035937815e-12,0.4109244606062037,-0.9116693960397598
1246,16.7,0.9659258262916007,-0.2588190450930696,0.4102708865425053,-0.9119637052293401
1325,18.0,0.866025403784694,-0.49999999999955785,0.40961710169107984,-0.912257545872984
1362,19.6,0.7071067811906405,-0.7071067811824545,0.4089631063878268,-0.9125509178197231
1388,21.0,0.5000000000095837,-0.8660254037789056,0.4083089009687539,-0.9128438209188297
1430,21.9,0.2588190451042519,-0.9659258262886045,0.40765448576995084,-0.9131362550198283
1436,23.4,7.0700515551883e-12,-1.0,0.40699986112769304,-0.91342821997245
1433,24.0,-0.25881904510464965,-0.9659258262884979,0.4063450273782856,-0.9137197156267015
1416,25.0,-0.49999999999733796,-0.8660254037859756,0.40568998485816693,-0.914010741832819
1411,25.7,-0.707106781180642,-0.7071067811924531,0.4050347339038829,-0.9143012984412802
1441,26.0,-0.8660254037848998,-0.49999999999920125,0.40437927485208625,-0.9145913853028034
1465,25.4,-0.965925826287941,-0.2588190451067279,0.4037236080395368,-0.9148810022683488
1441,25.6,-1.0,-9.633395706782818e-12,0.403067733803075,-0.9151701491891294
1411,24.3,-0.9659258262891612,0.2588190451021737,0.4024116524797259,-0.9154588259165654
1412,22.7,-0.8660254037872572,0.499999999995118,0.401755364406543,-0.9157470323023524
1406,21.8,-0.7071067811942656,0.7071067811788294,0.4010988699207121,-0.9160347681984171
1312,20.5,-0.5000000000014212,0.8660254037836181,0.40044216935952476,-0.9163220334569271
1168,19.7,-0.2588190451092039,0.9659258262872775,0.39978526306037865,-0.9166088279302921
1050,18.7,2.3551753699895144e-12,1.0,0.3991281513607771,-0.9168951514711638
1000,17.8,0.25881904509969766,0.9659258262898247,0.39847083459830296,-0.9171810039324473
971,17.2,0.4999999999928981,0.8660254037885389,0.3978133131107225,-0.9174663851672552
955,16.8,0.7071067811873066,0.7071067811857884,0.397155587235829,-0.9177512950289767
954,16.3,0.8660254037823365,0.5000000000036411,0.3964976573115469,-0.9180357333712317
981,16.2,0.9659258262866142,0.25881904511167986,0.39583952367590547,-0.9183197000478822
1086,18.0,1.0,2.0816878160500454e-13,0.3951811866670386,-0.9186031949130328
1267,20.6,0.9659258262904882,-0.25881904509722164,0.3945226466231846,-0.9188862178210302
1357,23.5,0.8660254037898206,-0.4999999999906782,0.3938639038826601,-0.9191687686264752
1405,24.6,0.7071067811876011,-0.7071067811854941,0.3932049587839642,-0.9194508471841771
1414,26.4,0.500000000005861,-0.8660254037810547,0.3925458116656216,-0.9197324533492217
1412,27.7,0.2588190451000998,-0.965925826289717,0.3918864628662868,-0.9200135869769264
1455,28.7,2.7715129331995234e-12,-1.0,0.3912269127247181,-0.920294247922851
1469,28.8,-0.2588190450947457,-0.9659258262911516,0.39056716157977717,-0.9205744360427983
1495,29.8,-0.5000000000010606,-0.8660254037838263,0.3899072097704289,-0.9208541511928144
1509,30.0,-0.7071067811836814,-0.7071067811894136,0.3892470576357152,-0.9211333932291991
1546,29.6,-0.8660254037797731,-0.5000000000080809,0.38858670551485935,-0.9214121620084619
1566,29.2,-0.9659258262890535,-0.2588190451025758,0.3879261537471088,-0.9216904573873891
1548,28.3,-1.0,-5.334857084794042e-12,0.38726540267183995,-0.9219682792229988
1519,27.5,-0.9659258262918151,0.25881904509226966,0.38660445262853144,-0.9222456273725529
1554,26.6,-0.866025403785108,0.4999999999988407,0.3859433039567641,-0.9225225016935559
1528,26.1,-0.707106781191226,0.707106781181869,0.38528195699622103,-0.9227989020437563
1454,25.6,-0.4999999999976985,0.8660254037857674,0.38462041208666065,-0.923074828281157
1294,25.3,-0.2588190451050518,0.9659258262883901,0.38395866956802205,-0.9233502802639714
1164,24.7,-7.89820123638856e-12,1.0,0.3832967297802671,-0.9236252578506896
1111,23.9,0.25881904510384973,0.9659258262887122,0.3826345930634851,-0.9238997609000347
1082,23.6,0.49999999999662076,0.8660254037863897,0.38197225975786664,-0.924173789270973
1070,23.7,0.7071067811800564,0.7071067811930386,0.3813097302037034,-0.9244473428227153
1064,23.2,0.8660254037844858,0.49999999999991845,0.3806470047413878,-0.924720421414716
1089,23.2,0.9659258262877266,0.2588190451075278,0.3799840837113865,-0.9249930249066843
1239,23.9,1.0,1.046154538798308e-11,0.37932096745434574,-0.9252651531585414
1333,24.8,0.9659258262893756,-0.2588190451013737,0.378657656310933,-0.9255368060304848
1428,26.0,0.8660254037876713,-0.4999999999944008,0.37799415062194236,-0.9258079833829456
1491,26.2,0.7071067811845615,-0.7071067811885335,0.3773304507282677,-0.9260786850765989
1482,25.9,0.5000000000021384,-0.866025403783204,0.37666655697090273,-0.9263489109723645
1513,26.2,0.2588190451100038,-0.9659258262870632,0.37600246969094075,-0.9266186609314067
1514,26.1,-1.5270256887892534e-12,-1.0,0.37533818922954815,-0.9268879348151446
1515,22.7,-0.25881904509889775,-0.9659258262900391,0.37467371592806964,-0.9271567324852105
1527,23.2,-0.4999999999921809,-0.866025403788953,0.37400905012786995,-0.9274250538035127
1559,21.9,-0.707106781186721,-0.707106781186374,0.373344192170439,-0.9276928986321941
1533,22.8,-0.8660254037819224,-0.5000000000043583,0.3726791423973656,-0.9279602668336421
1508,22.8,-0.9659258262863998,-0.25881904511247983,0.3720139011503369,-0.928227158270489
1451,20.8,-1.0,-1.0363184628052655e-12,0.3713484687711385,-0.9284935728056123
1466,19.1,-0.9659258262907026,0.25881904509642173,0.3706828456016279,-0.9287595103021448
1501,18.3,-0.8660254037829587,0.5000000000025633,0.37001703198383973,-0.9290249706234328
1484,18.0,-0.7071067811881866,0.7071067811849084,0.36935102825982724,-0.9292899536330995
1394,17.7,-0.5000000000065782,0.8660254037806407,0.36868483477176783,-0.9295544591950029
1210,17.0,-0.25881904510089976,0.9659258262895026,0.3680184518619363,-0.9298184871732459
1077,15.7,-3.599662614399784e-12,1.0,0.367351879872705,-0.9300820374321771
1033,15.3,0.2588190450939457,0.9659258262913659,0.3666851191465431,-0.9303451098363905
1005,13.8,0.5000000000003434,0.8660254037842404,0.36601817002599046,-0.9306077042507359
993,12.9,0.7071067811830959,0.7071067811899991,0.36535103285376314,-0.9308698205402776
983,12.2,0.866025403779359,0.5000000000087981,0.36468370797259436,-0.9311314585703565
1022,11.9,0.9659258262888392,0.2588190451033757,0.3640161957253403,-0.9313926182065493
1142,11.3,1.0,6.163006765994303e-12,0.36334849645495326,-0.9316532993146779
1257,11.8,0.9659258262920294,-0.25881904509146975,0.3626806105044818,-0.9319135017608106
1273,12.6,0.8660254037855221,-0.4999999999981235,0.3620125382170704,-0.9321732254112612
1314,13.4,0.7071067811918117,-0.7071067811812833,0.3613442799359326,-0.9324324701326002
1315,14.7,0.4999999999984157,-0.8660254037853533,0.3606758360044572,-0.9326912357916128
1294,15.6,0.25881904510585174,-0.9659258262881758,0.36000720676604875,-0.9329495222553617
1203,16.5,8.726350917588822e-12,-1.0,0.3593383925642335,-0.9332073293911449
1161,17.1,-0.2588190451030498,-0.9659258262889265,0.3586693937426328,-0.9334646570665074
1183,17.9,-0.49999999999590355,-0.8660254037868037,0.35800021064496285,-0.93372150514924
1232,18.6,-0.7071067811794708,-0.7071067811936242,0.35733084361503453,-0.9339778735073802
1326,19.2,-0.8660254037840717,-0.5000000000006356,0.35666129299672655,-0.9342337620092217
1382,19.2,-0.9659258262875123,-0.25881904510832776,0.3559915591340918,-0.934489170523275
1352,18.7,-1.0,-1.128969506918334e-11,0.3553216423711975,-0.9347440989183269
1327,17.6,-0.96592582628959,0.2588190451005738,0.3546515430522314,-0.9349985470634012
1322,15.6,-0.8660254037880853,0.4999999999936836,0.3539812615214752,-0.9352525148277683
1357,14.5,-0.707106781185147,0.707106781187948,0.353310798123304,-0.9355060020809455
1270,13.7,-0.5000000000028556,0.86602540378279,0.3526401532021865,-0.9357590086926967
1070,12.7,-0.2588190451108037,0.9659258262868489,0.351969327102658,-0.9360115345330431
984,12.0,6.988760075889924e-13,1.0,0.35129832016942664,-0.9362635794722227
909,11.2,0.2588190450980978,0.9659258262902534,0.3506271327472138,-0.9365151433807505
891,10.5,0.4999999999914637,0.8660254037893671,0.34995576518086,-0.936766226129379
889,10.2,0.7071067811861355,0.7071067811869596,0.3492842178152986,-0.9370168275891074
898,9.6,0.8660254037815083,0.5000000000050755,0.348612490995555,-0.9372669476311827
869,9.5,0.9659258262861854,0.25881904511327974,0.347940585066747,-0.9375165861270988
1076,10.6,1.0,1.8644681440055265e-12,0.3472685003740578,-0.937765742948607
1247,11.7,0.9659258262909168,-0.2588190450956218,0.3465962372628423,-0.9380144179676768
1315,13.0,0.8660254037833728,-0.5000000000018461,0.34592379607846707,-0.9382626110565544
1327,14.1,0.7071067811887721,-0.7071067811843229,0.34525117716641696,-0.938510322087724
1331,15.0,0.5000000000072954,-0.8660254037802266,0.34457838087226805,-0.9387575509339172
1332,16.5,0.2588190451016997,-0.9659258262892882,0.3439054075416876,-0.9390042974681138
1276,17.5,4.427812295600045e-12,-1.0,0.34323225752043374,-0.9392505615635408
1240,18.6,-0.2588190450931458,-0.9659258262915803,0.3425589311543288,-0.9394963430936832
1233,19.2,-0.4999999999996262,-0.8660254037846544,0.3418854287893657,-0.9397416419322449
1232,19.7,-0.7071067811825104,-0.7071067811905848,0.34121175077154775,-0.9399864579532065
1283,19.9,-0.866025403778945,-0.5000000000095153,0.3405378974469952,-0.9402307910307872
1296,19.8,-0.9659258262886249,-0.2588190451041757,0.3398638691619184,-0.9404746410394543
1282,19.5,-1.0,-6.991156447194564e-12,0.3391896662626175,-0.9407180078539233
1248,18.7,-0.9659258262884775,0.25881904510472586,0.3385152890954824,-0.9409608913491581
1236,17.1,-0.8660254037859361,0.4999999999974063,0.33784073800696585,-0.9412032914003801
1262,15.4,-0.7071067811923973,0.7071067811806978,0.3371660133436901,-0.9414452078830305
1182,13.8,-0.4999999999991329,0.8660254037849393,0.33649111545228644,-0.941686640672828
1106,13.2,-0.25881904510665166,0.9659258262879614,0.3358160446795018,-0.9419275896457301
1048,11.7,-9.554500598789082e-12,1.0,0.33514080137217206,-0.9421680546779424
953,10.9,0.25881904510224985,0.9659258262891409,0.3344653858772216,-0.9424080356459198
918,10.7,0.49999999999518635,0.8660254037872178,0.3337897985416633,-0.9426475324263656
904,10.1,0.7071067811788851,0.7071067811942099,0.3331140397125717,-0.942886544896241
905,9.8,0.8660254037836576,0.5000000000013528,0.33243810973718957,-0.9431250729327284
905,9.3,0.965925826287298,0.2588190451091277,0.3317620089627675,-0.9433631164132869
954,11.5,1.0,-2.43407047798325e-12,0.3310857377366703,-0.9436006752156151
1046,13.8,0.9659258262898043,-0.2588190450997739,0.33040929640635075,-0.943837749217661
1174,15.6,0.8660254037884995,-0.49999999999296646,0.3297326853193487,-0.9440743382976212
1253,16.6,0.7071067811857327,-0.7071067811873624,0.32905590482329133,-0.9443104423339419
1311,17.5,0.5000000000035727,-0.8660254037823759,0.3283789552658661,-0.9445460612053275
1320,18.4,0.2588190451116037,-0.9659258262866345,0.32770183699492766,-0.9447811947907039
1255,19.0,1.2927367361126853e-13,-1.0,0.32702455035833705,-0.945015842969274
1239,19.9,-0.25881904509729786,-0.9659258262904677,0.32634709570406845,-0.9452500056204811
1220,20.5,-0.4999999999907465,-0.8660254037897811,0.32566947338018243,-0.9454836826240179
1219,21.1,-0.7071067811855498,-0.7071067811875452,0.32499168373482584,-0.9457168738598265
1231,21.6,-0.8660254037810943,-0.5000000000057927,0.3243137271162313,-0.9459495792080985
1262,21.6,-0.9659258262897374,-0.2588190451000236,0.3236356038726904,-0.9461817985492846
1264,20.7,-1.0,-2.6926178252057873e-12,0.3229573143526611,-0.9464135317640574
1239,19.9,-0.9659258262911312,0.25881904509482184,0.32227885890460595,-0.9466447787333668
1203,18.1,-0.8660254037837869,0.5000000000011289,0.32160023787709974,-0.9468755393384037
1242,16.3,-0.7071067811893578,0.7071067811837373,0.3209214516188023,-0.9471058134606084
1185,14.4,-0.5000000000080126,0.8660254037798125,0.3202425004784584,-0.9473356009816715
1080,13.2,-0.2588190451024996,0.965925826289074,0.31956338480489754,-0.9475649017835333
1013,12.7,-5.255961976800306e-12,1.0,0.31888410494700664,-0.9477937157483934
956,12.1,0.2588190450923459,0.9659258262917947,0.318204661253838,-0.9480220427586745
926,11.6,0.499999999998909,0.8660254037850685,0.3175250540744472,-0.9482498826970766
909,10.5,0.7071067811819247,0.7071067811911703,0.3168452837580007,-0.9484772354465404
905,9.6,0.8660254037858068,0.4999999999976302,0.31616535065374884,-0.9487041008902576
898,10.6,0.9659258262884105,0.2588190451049756,0.3154852551110256,-0.9489304789116698
913,12.3,1.0,7.819306128394825e-12,0.3148049974792484,-0.9491563693944693
992,14.0,0.9659258262886917,-0.25881904510392595,0.3141245781078909,-0.9493817722226078
1086,17.2,0.8660254037863502,-0.4999999999966891,0.3134439973465909,-0.9496066872802604
1181,19.8,0.7071067811929829,-0.7071067811801122,0.3127632555449882,-0.9498311144518801
1216,22.2,0.4999999999998501,-0.8660254037845252,0.31208235305283205,-0.9500550536221611
1250,23.6,0.25881904510745163,-0.965925826287747,0.31140129021995466,-0.9502785046760489
1275,24.9,1.0382650279989343e-11,-1.0,0.31072006739627034,-0.9505014674987394
1258,24.6,-0.25881904510144993,-0.9659258262893552,0.3100386849317757,-0.9507239419756794
1249,25.2,-0.49999999999446915,-0.8660254037876319,0.3093571431765223,-0.9509459279925756
1250,24.0,-0.7071067811885894,-0.7071067811845057,0.3086754424807246,-0.9511674254353588
1287,23.5,-0.8660254037832436,-0.50000000000207,0.3079935831945978,-0.9513884341902378
1319,24.5,-0.9659258262870837,-0.2588190451099276,0.30731156566846535,-0.9516089541436632
1316,23.4,-1.0,1.6059207967829893e-12,0.3066293902527322,-0.951828985182337
1303,20.5,-0.9659258262900187,0.25881904509897397,0.3059470572978844,-0.9520485271932124
1350,19.1,-0.8660254037889136,0.49999999999224926,0.30526456715448885,-0.9522675800634938
1353,18.3,-0.7071067811863183,0.7071067811867768,0.3045819201731662,-0.9524861436806453
1221,18.0,-0.5000000000042899,0.8660254037819618,0.30389911670469894,-0.9527042179323569
1132,17.9,-0.2588190451124036,0.9659258262864202,0.30321615709986854,-0.9529218027065955
1052,17.2,-9.574233548115294e-13,1.0,0.302533041709564,-0.9531388978915714
999,16.5,0.25881904509649795,0.9659258262906821,0.3018497708847543,-0.9533555033757456
972,16.4,0.4999999999900293,0.8660254037901952,0.30116634497648814,-0.9535716190478316
960,16.2,0.7071067811849643,0.7071067811881309,0.30048276433589416,-0.953787244796794
962,17.2,0.8660254037806802,0.5000000000065099,0.29979902931415303,-0.9540023805118578
